fabricante,tipo_vehículo,transmision,tipo_combustible,cat_precio,marchas,cilindros,tamaño_motor,consumo_ciudad,consumo_carretera,consumo_combinado,mpg,co2
lexus,compact,automático variable,gasolina,premium,6,4,2.0,5.7,6.2,6.0,47,140
lincoln,full-size,automático con selector de marcha,gasolina,premium,6,6,2.7,14.0,9.4,12.0,24,281
lincoln,full-size,automático con selector de marcha,gasolina,premium,6,6,3.0,14.5,9.8,12.3,23,289
lincoln,suv - small,automático con selector de marcha,gasolina,premium,6,4,2.0,12.3,9.3,11.0,26,257
lincoln,suv - small,automático con selector de marcha,gasolina,premium,6,4,2.0,12.2,9.3,10.9,26,256
lincoln,suv - small,automático con selector de marcha,gasolina,premium,6,4,2.3,13.1,9.5,11.5,25,270
lincoln,special purpose vehicle,automático,gasolina,premium,6,6,3.7,14.7,10.3,12.7,22,297
lincoln,mid-size,automático con selector de marcha,gasolina,premium,6,4,2.0,12.1,8.4,10.4,27,245
lincoln,suv - small,automático con selector de marcha,gasolina,premium,8,4,2.0,12.0,9.6,10.7,26,250
lincoln,suv - small,automático con selector de marcha,gasolina,premium,8,6,2.7,12.6,9.2,11.0,26,259
lincoln,suv - standard,automático con selector de marcha,gasolina,premium,10,6,3.5,15.0,11.4,13.4,21,314
maserati,subcompact,automático con selector de marcha,gasolina premium,premium,6,8,4.7,17.8,11.6,15.0,19,354
maserati,suv - standard,automático con selector de marcha,gasolina premium,premium,8,6,3.0,15.9,11.1,13.7,21,324
maserati,suv - standard,automático con selector de marcha,gasolina premium,premium,8,6,3.0,16.1,11.4,14.0,20,330
maserati,suv - standard,automático con selector de marcha,gasolina premium,premium,8,8,3.8,17.9,12.9,15.3,18,360
maserati,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,15.1,10.3,12.8,22,299
maserati,full-size,automático con selector de marcha,gasolina premium,premium,8,8,3.8,16.0,10.8,13.7,21,321
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.0,8.3,6.9,7.7,37,179
mazda,compact,manual,gasolina,asequibles,6,4,2.0,8.8,7.0,8.0,35,186
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.0,8.6,7.4,8.1,35,189
mazda,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.5,10.8,8.7,9.8,29,230
mazda,suv - small,automático con selector de marcha,diesel,asequibles,6,4,2.2,8.9,7.9,8.4,34,227
mazda,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.5,11.6,9.1,10.5,27,244
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.0,8.4,6.6,7.6,37,178
mazda,compact,manual,gasolina,asequibles,6,4,2.0,8.7,6.4,7.7,37,180
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.5,8.8,6.4,7.7,37,181
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.5,8.8,6.6,7.8,36,183
mazda,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.5,9.2,7.0,8.2,34,192
mazda,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,8.6,6.7,7.7,37,181
mazda,mid-size,manual,gasolina,asequibles,6,4,2.0,8.7,6.6,7.8,36,181
mazda,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.5,9.0,6.8,8.0,35,187
mazda,mid-size,manual,gasolina,asequibles,6,4,2.5,9.2,6.6,8.1,35,189
mazda,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.5,9.8,7.4,8.7,32,204
mazda,two-seater,automático con selector de marcha,gasolina premium,asequibles,6,4,2.0,9.0,6.6,7.9,36,186
mazda,two-seater,manual,gasolina premium,asequibles,6,4,2.0,9.0,7.0,8.1,35,189
mercedes-benz,subcompact,automático manual,gasolina premium,premium,7,4,2.0,9.7,6.8,8.4,34,195
mercedes-benz,subcompact,automático manual,gasolina premium,premium,7,4,2.0,9.6,7.1,8.5,33,199
mercedes-benz,station wagon - small,automático manual,gasolina premium,premium,7,4,2.0,9.4,6.8,8.3,34,192
mercedes-benz,station wagon - small,automático manual,gasolina premium,premium,7,4,2.0,9.9,7.0,8.6,33,201
mercedes-benz,compact,automático,gasolina premium,premium,9,6,3.0,12.4,8.7,10.7,26,253
mercedes-benz,subcompact,automático,gasolina premium,premium,9,6,3.0,12.7,9.2,11.2,25,263
mercedes-benz,subcompact,automático,gasolina premium,premium,9,6,3.0,12.9,8.8,11.1,25,255
mercedes-benz,station wagon - small,automático,gasolina premium,premium,9,6,3.0,12.4,8.9,10.8,26,255
mercedes-benz,compact,automático,gasolina premium,premium,9,8,4.0,13.2,8.7,11.2,25,263
mercedes-benz,subcompact,automático,gasolina premium,premium,9,8,4.0,13.9,9.7,12.0,24,282
mercedes-benz,subcompact,automático,gasolina premium,premium,9,8,4.0,13.9,9.2,11.8,24,277
mercedes-benz,minicompact,automático manual,gasolina premium,premium,7,4,2.0,10.3,7.9,9.2,31,217
mercedes-benz,compact,automático,gasolina premium,premium,9,6,3.0,12.4,8.7,10.7,26,235
mercedes-benz,mid-size,automático,gasolina premium,premium,9,6,3.0,11.2,8.3,9.9,29,232
mercedes-benz,subcompact,automático,gasolina premium,premium,9,6,3.0,12.5,9.0,10.9,26,245
mercedes-benz,subcompact,automático,gasolina premium,premium,9,6,3.0,12.3,8.5,10.6,27,237
mercedes-benz,station wagon - mid-size,automático,gasolina premium,premium,9,6,3.0,11.5,8.6,10.2,28,239
mercedes-benz,mid-size,automático,gasolina premium,premium,9,8,4.0,16.0,10.5,13.5,21,318
mercedes-benz,station wagon - mid-size,automático,gasolina premium,premium,9,8,4.0,14.6,10.4,12.7,22,299
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,8,4.0,18.1,15.6,17.0,17,396
mercedes-benz,suv - small,automático,gasolina premium,premium,9,6,3.0,12.5,9.6,11.2,25,262
mercedes-benz,suv - small,automático,gasolina premium,premium,9,6,3.0,12.6,9.7,11.3,25,265
mercedes-benz,suv - small,automático,gasolina premium,premium,9,8,4.0,15.0,10.9,13.2,21,309
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,6,3.0,14.0,10.6,12.4,23,292
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,6,3.0,14.1,10.9,12.6,22,297
mercedes-benz,suv - standard,automático,gasolina premium,premium,7,8,4.7,17.7,13.4,15.8,18,370
mercedes-benz,suv - standard,automático,gasolina premium,premium,7,8,4.7,17.2,12.8,15.2,19,357
mercedes-benz,suv - standard,automático,gasolina premium,premium,7,8,4.7,17.8,13.2,15.7,18,370
mercedes-benz,compact,automático,gasolina premium,premium,9,6,3.0,12.4,9.8,11.2,25,264
mercedes-benz,compact,automático,gasolina premium,premium,9,8,4.0,15.5,11.5,13.7,21,323
mercedes-benz,compact,automático,gasolina premium,premium,9,8,4.0,15.6,11.5,13.7,21,324
mercedes-benz,two-seater,automático manual,gasolina premium,premium,7,8,4.0,15.3,11.4,13.5,21,315
mercedes-benz,two-seater,automático manual,gasolina premium,premium,7,8,4.0,15.2,11.4,13.5,21,315
mercedes-benz,two-seater,automático manual,gasolina premium,premium,7,8,4.0,15.9,11.8,14.0,20,327
mercedes-benz,subcompact,automático,gasolina premium,premium,9,12,6.0,17.1,11.0,14.3,20,337
mercedes-benz,compact,automático,gasolina premium,premium,9,12,6.0,17.6,11.0,14.6,19,343
mercedes-benz,two-seater,automático,gasolina premium,premium,7,8,5.5,15.3,10.2,13.0,22,303
mercedes-benz,two-seater,automático,gasolina premium,premium,9,6,3.0,11.8,8.2,10.2,28,238
mercedes-benz,station wagon - small,automático manual,gasolina premium,premium,7,4,2.0,9.8,6.8,8.4,34,196
mercedes-benz,station wagon - small,automático manual,gasolina premium,premium,7,4,2.0,10.3,7.8,9.1,31,215
mercedes-benz,compact,automático,gasolina premium,premium,9,4,2.0,11.0,7.3,9.4,30,219
mercedes-benz,subcompact,automático,gasolina premium,premium,9,4,2.0,11.3,8.1,9.9,29,231
mercedes-benz,subcompact,automático,gasolina premium,premium,9,4,2.0,10.9,7.7,9.5,30,221
mercedes-benz,station wagon - small,automático,gasolina premium,premium,9,4,2.0,10.9,7.7,9.5,30,221
mercedes-benz,minicompact,automático manual,gasolina premium,premium,7,4,2.0,9.6,6.6,8.2,34,193
mercedes-benz,minicompact,automático manual,gasolina premium,premium,7,4,2.0,9.9,7.3,8.7,32,204
mercedes-benz,compact,automático,gasolina premium,premium,9,6,3.0,11.3,7.9,9.8,29,213
mercedes-benz,mid-size,automático,gasolina premium,premium,9,4,2.0,11.0,8.1,9.7,29,228
mercedes-benz,mid-size,automático,gasolina premium,premium,9,6,3.0,11.8,8.5,10.3,27,244
mercedes-benz,subcompact,automático,gasolina premium,premium,9,6,3.0,12.7,10.1,11.6,24,271
mercedes-benz,subcompact,automático,gasolina premium,premium,9,6,3.0,12.5,9.1,11.0,26,257
mercedes-benz,station wagon - mid-size,automático,gasolina premium,premium,9,6,3.0,12.3,8.9,10.8,26,254
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,8,4.0,18.0,14.1,16.3,17,378
mercedes-benz,suv - small,automático,gasolina premium,premium,9,4,2.0,11.0,8.7,10.0,28,234
mercedes-benz,suv - small,automático,gasolina premium,premium,9,4,2.0,10.8,9.0,10.0,28,234
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,6,3.0,14.9,11.2,13.2,21,312
mercedes-benz,suv - standard,automático,gasolina premium,premium,9,8,4.7,17.2,12.6,15.1,19,355
mercedes-benz,full-size,automático,gasolina premium,premium,9,8,4.0,14.4,9.5,12.2,23,286
mercedes-benz,full-size,automático,gasolina premium,premium,7,12,6.0,18.4,11.1,15.1,19,355
mercedes-benz,special purpose vehicle,automático,gasolina premium,premium,7,4,2.0,11.3,9.6,10.5,27,248
mercedes-benz,mid-size,automático,gasolina premium,premium,9,6,3.0,12.8,8.5,10.8,26,253
mercedes-benz,subcompact,automático,gasolina premium,premium,9,8,4.0,13.8,9.2,11.7,24,275
mercedes-benz,mid-size,automático,gasolina premium,premium,9,8,4.0,13.5,8.6,11.3,25,265
mercedes-benz,two-seater,automático,gasolina premium,premium,9,6,3.0,11.8,8.5,10.3,27,241
mercedes-benz,two-seater,automático,gasolina premium,premium,9,8,4.7,13.5,9.3,11.6,24,270
mercedes-benz,two-seater,automático,gasolina premium,premium,9,4,2.0,10.0,7.3,8.8,32,205
mini,subcompact,manual,gasolina premium,rango_medio,6,3,1.5,8.4,6.3,7.5,38,175
mini,minicompact,manual,gasolina premium,rango_medio,6,3,1.5,8.4,6.3,7.5,38,175
mini,subcompact,manual,gasolina premium,rango_medio,6,4,2.0,10.2,7.4,9.0,31,210
mini,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.4,7.6,9.2,31,214
mini,mid-size,manual,gasolina premium,rango_medio,6,4,2.0,11.4,7.7,9.7,29,227
mini,minicompact,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,9.4,7.2,8.4,34,197
mini,minicompact,manual,gasolina premium,rango_medio,6,4,2.0,10.2,7.4,9.0,31,210
mini,mid-size,manual,gasolina premium,rango_medio,6,4,2.0,11.3,7.8,9.7,29,228
mitsubishi,compact,manual,gasolina,rango_medio,5,3,1.2,7.1,5.8,6.5,43,151
mitsubishi,compact,manual,gasolina,rango_medio,5,3,1.2,7.2,5.9,6.6,43,153
mitsubishi,suv - small,automático con selector de marcha,gasolina premium,rango_medio,6,6,3.0,12.0,8.8,10.6,27,246
mitsubishi,suv - small,automático variable,gasolina,rango_medio,6,4,2.0,9.7,7.8,8.8,32,206
mitsubishi,suv - small,automático variable,gasolina,rango_medio,6,4,2.4,10.3,8.3,9.4,30,218
nissan,two-seater,manual,gasolina premium,asequibles,6,6,3.7,13.3,9.3,11.5,25,270
nissan,two-seater,automático con selector de marcha,gasolina premium,asequibles,7,6,3.7,13.0,9.7,11.5,25,271
nissan,two-seater,manual,gasolina premium,asequibles,6,6,3.7,13.6,9.7,11.8,24,279
nissan,suv - standard,automático con selector de marcha,gasolina,asequibles,7,8,5.6,17.7,12.9,15.5,18,364
nissan,pickup truck - small,automático,gasolina,asequibles,5,4,2.5,13.7,10.7,12.3,23,290
nissan,pickup truck - small,automático,gasolina,asequibles,5,6,4.0,14.7,10.3,12.7,22,299
nissan,subcompact,automático manual,gasolina premium,asequibles,6,6,3.8,14.2,10.7,12.6,22,295
nissan,mid-size,automático variable,gasolina premium,asequibles,7,6,3.5,11.6,7.9,9.9,29,233
nissan,station wagon - mid-size,automático variable,gasolina,asequibles,7,6,3.5,11.7,8.3,10.2,28,240
nissan,station wagon - mid-size,automático variable,gasolina,asequibles,7,6,3.5,11.7,8.5,10.3,27,242
nissan,station wagon - small,automático variable,gasolina,asequibles,7,4,2.0,8.6,7.2,8.0,35,188
nissan,station wagon - small,manual,gasolina,asequibles,6,4,2.0,10.1,8.1,9.2,31,217
nissan,station wagon - small,automático variable,gasolina,asequibles,7,4,2.0,9.1,7.6,8.4,34,198
nissan,mid-size,manual,gasolina,asequibles,6,4,1.8,8.8,6.6,7.8,36,183
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,13.0,8.9,11.2,25,260
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,11.8,9.2,10.7,26,249
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,12.1,8.3,10.3,27,242
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,11.9,9.1,10.6,27,248
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,14.6,9.4,12.3,23,286
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,12.9,9.1,11.2,25,260
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,11.1,8.5,9.9,29,232
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,11.0,8.5,9.9,29,231
porsche,two-seater,automático manual,gasolina premium,premium,7,6,3.8,15.3,11.2,13.5,21,315
porsche,two-seater,automático manual,gasolina premium,premium,7,6,4.0,15.8,11.7,13.9,20,324
porsche,two-seater,automático manual,gasolina premium,premium,7,6,4.0,16.1,12.2,14.4,20,335
porsche,two-seater,manual,gasolina premium,premium,6,6,4.0,16.4,11.2,14.1,20,334
porsche,two-seater,manual,gasolina premium,premium,6,6,4.0,17.4,12.4,15.1,19,350
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.8,12.7,9.9,11.4,25,267
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.8,14.3,10.9,12.7,22,297
porsche,two-seater,automático manual,gasolina premium,premium,7,4,2.5,11.1,8.4,9.9,29,231
porsche,suv - standard,automático con selector de marcha,gasolina premium,premium,8,6,3.0,12.5,10.0,11.4,25,265
porsche,suv - standard,automático con selector de marcha,gasolina premium,premium,8,6,2.9,12.9,10.4,11.8,24,275
porsche,suv - standard,automático con selector de marcha,gasolina premium,premium,8,8,4.0,15.6,12.4,14.1,20,329
porsche,suv - small,automático manual,gasolina premium,premium,7,4,2.0,12.2,10.2,11.3,25,264
porsche,suv - small,automático manual,gasolina premium,premium,7,6,3.0,12.9,10.2,11.7,24,272
porsche,full-size,automático manual,gasolina premium,premium,8,6,3.0,12.4,8.7,10.7,26,250
porsche,full-size,automático manual,gasolina premium,premium,8,6,3.0,12.4,9.0,10.9,26,253
porsche,full-size,automático manual,gasolina premium,premium,8,6,3.0,12.2,8.9,10.7,26,250
porsche,full-size,automático manual,gasolina premium,premium,8,6,2.9,13.1,8.9,11.2,25,261
porsche,full-size,automático manual,gasolina premium,premium,8,6,2.9,13.1,9.8,11.6,24,273
porsche,full-size,automático manual,gasolina premium,premium,8,8,4.0,14.5,10.2,12.6,22,295
porsche,full-size,automático manual,gasolina premium,premium,8,8,4.0,15.7,10.5,13.4,21,313
ram,pickup truck - standard,automático,gasolina,rango_medio,8,6,3.6,11.9,9.4,10.8,26,253
ram,pickup truck - standard,automático,gasolina,rango_medio,8,6,3.6,11.6,9.0,10.4,27,246
ram,pickup truck - standard,automático,gasolina,rango_medio,8,8,5.7,16.2,10.5,13.6,21,320
ram,pickup truck - standard,automático,gasolina,rango_medio,8,8,5.7,14.1,10.3,12.4,23,290
ram,pickup truck - standard,automático,gasolina,rango_medio,8,6,3.6,12.2,9.7,11.1,25,260
ram,pickup truck - standard,automático,gasolina,rango_medio,8,8,5.7,16.1,11.0,13.8,20,325
ram,pickup truck - standard,automático,gasolina,rango_medio,8,8,5.7,14.3,11.1,12.9,22,302
rolls-royce,station wagon - mid-size,automático con selector de marcha,gasolina premium,premium,8,12,6.7,20.0,11.8,16.3,17,382
rolls-royce,full-size,automático con selector de marcha,gasolina premium,premium,8,12,6.7,20.0,11.8,16.3,17,382
subaru,suv - standard,automático variable,gasolina,premium,8,4,2.4,11.6,9.0,10.4,27,244
subaru,minicompact,manual,gasolina premium,premium,6,4,2.0,11.2,8.3,9.9,29,231
subaru,suv - small,automático variable,gasolina,premium,7,4,2.5,9.0,7.2,8.2,34,192
subaru,mid-size,manual,gasolina,premium,5,4,2.0,10.1,7.5,8.9,32,209
subaru,station wagon - small,automático variable,gasolina,premium,7,4,2.0,8.4,6.6,7.6,37,177
subaru,mid-size,automático variable,gasolina,premium,7,4,2.5,9.3,7.0,8.2,34,193
subaru,compact,manual,gasolina premium,premium,6,4,2.5,14.3,10.7,12.7,22,296
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,10.9,7.6,9.4,30,220
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,8,4,2.5,8.4,6.1,7.4,38,173
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,8,4,2.5,8.5,6.2,7.5,38,175
toyota,compact,automático con selector de marcha,gasolina,rango_medio,7,4,2.0,8.7,7.5,8.2,34,189
toyota,mid-size,automático variable,gasolina,rango_medio,7,4,1.8,8.3,6.7,7.6,37,178
toyota,compact,automático variable,gasolina,rango_medio,10,4,2.0,7.5,5.8,6.7,42,157
toyota,compact,manual,gasolina,rango_medio,6,4,2.0,8.4,6.3,7.5,38,174
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,12.1,9.0,10.6,27,250
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,12.0,8.9,10.6,27,248
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.5,8.8,6.7,7.8,36,183
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.5,9.2,7.1,8.3,34,190
toyota,suv - small,automático variable,gasolina,rango_medio,6,4,2.5,5.8,6.3,6.0,47,140
toyota,minivan,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,12.4,8.9,10.8,26,254
toyota,pickup truck - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.0,10.5,11.9,24,278
toyota,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.7,18.0,14.1,16.3,17,382
toyota,compact,manual,gasolina,rango_medio,5,4,1.5,7.8,6.5,7.2,39,169
volkswagen,full-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,12.0,8.6,10.4,27,244
volkswagen,suv - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,11.6,9.1,10.5,27,245
volkswagen,suv - standard,automático con selector de marcha,gasolina,rango_medio,8,6,3.6,13.8,10.2,12.2,23,286
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,9.0,7.1,8.2,34,191
volkswagen,subcompact,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,9.0,7.1,8.2,34,191
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,8,4,1.4,8.1,6.4,7.4,38,172
volkswagen,compact,manual,gasolina,rango_medio,6,4,1.4,8.2,6.3,7.4,38,172
volkswagen,compact,automático manual,gasolina,rango_medio,7,4,2.0,9.6,7.5,8.6,33,202
volkswagen,compact,manual,gasolina,rango_medio,6,4,2.0,9.8,7.3,8.7,32,203
volkswagen,compact,automático manual,gasolina premium,rango_medio,7,4,2.0,10.2,7.9,9.2,31,213
volkswagen,compact,manual,gasolina premium,rango_medio,6,4,2.0,11.4,8.2,9.9,29,232
volkswagen,station wagon - small,automático con selector de marcha,gasolina,rango_medio,8,4,1.4,8.6,6.5,7.6,37,178
volkswagen,station wagon - small,manual,gasolina,rango_medio,6,4,1.4,8.2,6.3,7.4,38,172
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,8,4,1.4,7.8,5.9,7.0,40,162
volkswagen,compact,manual,gasolina,rango_medio,6,4,1.4,7.9,5.9,7.0,40,163
